ID	CNT_1	CNT_10	CNT_2	CNT_3	CNT_4	CNT_5	CNT_6	CNT_7	CNT_8	CNT_9	ICM_1	ICM_10	ICM_11	ICM_12	ICM_13	ICM_2	ICM_3	ICM_4	ICM_5	ICM_6	ICM_7	ICM_8	ICM_9
ENSG00000133315	445.29	237.08	244.3	77.51	214.17	323.38	121.08	323.36	238.2	233.69	382.2	518.31	467.08	395.62	757.37	213.17	317.18	410.52	687.02	339.85	330.54	340.88	322.23
ENSG00000141027	1104.23	661.06	681.37	616.11	593.24	1123.58	945.44	862.3	770.32	585.2	522.34	507.65	697.18	944.71	619.85	554.64	724.7	829.78	707.19	580.08	766.06	634.86	573.4
ENSG00000133313	205.15	234.13	234.76	227.26	222.7	277.74	221.98	238.27	172.89	248.3	226.38	230.57	168.15	167.78	160.12	195.41	186.57	157.22	302.67	157.23	149.71	192.85	170.36
ENSG00000137343	49.16	59.02	68.71	57.8	48.33	59.24	95.86	60.51	71.08	72.05	29.4	89.13	56.05	71.5	55.99	45.4	52.04	82.49	54.77	67.38	55.41	66.72	56.46
ENSG00000100519	24.58	84.6	83.02	102.47	100.45	50.5	130.16	94.55	56.67	76.92	106.82	120.13	42.28	54.34	54.03	110.53	39.28	60.17	44.2	67.38	34.03	55.25	63.28
ENSG00000198894	100.21	355.12	361.68	560.93	569.55	131.1	75.68	97.39	191.14	341.77	231.28	203.45	180.93	129.65	146.37	513.19	118.82	117.43	44.2	141.6	115.69	151.16	228.78
ENSG00000198892	264.71	215.44	310.15	391.47	449.19	303.96	181.62	274.2	332.33	297.96	192.08	193.76	182.9	190.66	246.56	359.23	272.01	201.86	343.99	250.98	130.27	249.15	294.97
ENSG00000198890	12.29	27.54	26.72	49.92	28.43	10.68	8.07	24.58	5.76	13.63	29.4	14.53	13.77	17.16	11.79	27.63	23.57	14.56	4.8	16.6	15.55	17.72	22.39
ENSG00000162337	303.47	148.54	349.27	299.52	321.26	199.08	171.53	179.65	248.77	326.19	217.56	248.98	281.23	297.43	350.69	291.14	240.58	362	317.08	273.44	217.76	405.52	216.12
ENSG00000066427	73.74	96.41	103.06	109.03	73.92	92.26	84.76	72.8	99.89	77.9	71.54	103.66	112.1	125.83	62.87	95.73	92.31	77.64	56.69	118.16	81.66	65.67	80.8
ENSG00000066422	86.03	99.36	84.93	99.84	106.14	111.68	146.31	119.13	91.25	108.08	102.9	44.56	80.63	123.93	90.37	84.87	78.56	66.96	164.31	94.73	57.36	49	79.83
ENSG00000182010	3.78	1.97	4.77	0	1.9	1.94	2.02	2.84	7.68	0.97	2.94	2.91	2.95	6.67	6.88	3.95	8.84	1.94	5.77	3.91	7.78	4.17	2.92
ENSG00000182013	26.47	40.33	42.94	57.8	88.13	13.6	5.05	26.47	73	72.05	63.7	53.28	50.15	81.98	35.36	56.25	63.83	77.64	3.84	22.46	78.75	45.87	69.12
ENSG00000157578	12.29	1.97	0.95	0	3.79	4.86	7.06	2.84	3.84	0.97	1.96	0.97	0.98	1.91	1.96	1.97	0.98	1.94	10.57	1.95	4.86	8.34	7.79
ENSG00000130962	57.67	77.71	82.07	153.7	121.3	48.56	48.43	52.95	40.34	62.32	52.92	73.63	55.07	94.38	38.31	95.73	46.15	60.17	66.3	46.88	83.61	50.04	63.28
ENSG00000108064	121.01	105.26	126.92	144.5	165.84	98.08	224	230.7	118.14	111	166.6	168.57	100.3	188.75	111.99	184.55	109	99.96	87.44	144.53	192.49	96.95	133.37
ENSG00000157570	650.44	434.81	643.2	497.88	547.75	758.44	389.48	507.74	678.11	586.18	421.4	741.13	568.37	636.8	732.81	618.79	430.1	672.56	787.91	612.31	575.52	676.55	467.29
ENSG00000108061	243.91	239.05	199.45	307.4	246.39	267.06	283.53	247.72	254.53	185.98	231.28	219.92	208.47	203.05	181.73	264.49	235.67	284.36	117.23	155.27	279.01	189.73	176.21
ENSG00000087495	28.36	23.61	19.09	40.72	47.38	10.68	3.03	12.29	16.33	20.45	24.5	2.91	15.73	12.39	1.96	18.75	6.87	2.91	3.84	11.72	19.44	9.38	12.66
ENSG00000165879	16.07	27.54	11.45	34.16	13.27	0	2.02	9.46	24.01	16.55	20.58	39.72	22.62	10.49	11.79	15.79	21.6	34.94	14.41	13.67	12.64	3.13	11.68
ENSG00000067082	669.35	839.12	983.88	497.88	471.94	1119.7	4998.6	1070.31	552.29	622.2	419.44	978.49	626.38	759.78	575.64	436.21	871.01	673.53	599.58	631.84	788.42	448.26	706.77
ENSG00000204175	3.78	1.97	0.95	0	1.9	0	0	4.73	0	1.95	2.94	1.94	0.98	0	6.88	0	0	4.85	1.92	3.91	4.86	5.21	3.89
ENSG00000204176	12.29	7.87	27.67	19.7	27.48	6.8	5.05	4.73	7.68	33.11	5.88	0.97	9.83	6.67	0	4.93	0.98	7.76	0.96	17.58	10.69	6.25	5.84
ENSG00000204172	3.78	0.98	0.95	0	4.74	4.86	8.07	4.73	3.84	4.87	3.92	0.97	9.83	1.91	3.93	3.95	5.89	1.94	10.57	3.91	7.78	10.42	3.89
ENSG00000124067	539.83	403.33	438.98	413.8	422.66	398.16	463.13	379.15	423.58	576.44	382.2	456.3	537.88	439.47	528.49	479.64	568.56	521.16	527.51	605.47	401.5	609.84	462.42
ENSG00000121621	3.78	7.87	3.82	0	1.9	0	2.02	4.73	0	3.89	2.94	1.94	3.93	3.81	8.84	2.96	2.95	0	3.84	1.95	7.78	1.04	1.95
ENSG00000181938	31.2	44.27	33.4	61.74	47.38	24.28	63.57	24.58	26.89	40.9	48.02	32.94	54.08	33.37	29.47	62.18	42.22	9.71	28.83	50.78	27.22	32.32	27.26
ENSG00000164659	43.49	27.54	30.54	28.9	41.7	13.6	12.11	17.02	12.49	32.13	22.54	34.88	24.58	27.65	10.81	29.61	6.87	9.71	16.33	27.34	34.03	27.1	42.83
ENSG00000174428	12.29	12.79	6.68	5.25	3.79	10.68	13.12	17.02	14.41	11.68	5.88	17.44	15.73	17.16	4.91	9.87	20.62	10.68	3.84	17.58	7.78	10.42	9.74
ENSG00000174429	63.34	72.8	233.8	212.81	120.35	164.12	1594.22	570.14	67.24	97.37	71.54	152.1	178.97	106.77	200.39	61.19	94.27	97.05	18.26	120.12	126.38	150.11	414.72
ENSG00000181284	6.62	13.77	4.77	3.94	1.9	0	2.02	4.73	7.68	6.82	5.88	17.44	5.9	1.91	1.96	8.88	0.98	2.91	14.41	8.79	2.92	8.34	3.89
ENSG00000164654	71.85	92.47	94.48	151.07	108.98	124.3	107.96	121.02	74.92	110.03	103.88	94.94	94.4	131.55	87.43	143.1	94.27	37.85	61.5	69.34	143.88	83.4	136.29
ENSG00000114978	87.92	102.31	148.87	189.17	210.38	104.88	141.26	86.99	81.64	113.92	95.06	121.1	88.5	52.43	80.55	169.75	66.77	136.84	11.53	89.84	139.99	100.08	93.46
ENSG00000154274	0	1.97	3.82	1.31	1.9	0	2.02	4.73	1.92	0.97	4.9	7.75	1.97	6.67	13.75	4.93	0.98	2.91	4.8	2.93	0.97	6.25	8.76
ENSG00000122644	43.49	60.99	22.9	27.59	17.06	101	226.02	34.04	28.82	34.08	36.26	41.66	21.63	20.97	31.43	26.65	28.48	14.56	9.61	31.25	29.16	25.02	31.15
ENSG00000105472	14.18	4.92	3.82	3.94	8.53	15.54	7.06	4.73	12.49	21.42	21.56	36.81	26.55	19.07	24.56	12.83	28.48	14.56	44.2	20.51	26.25	18.76	25.31
ENSG00000212670	22.69	14.76	7.63	13.14	15.16	1.94	3.03	9.46	7.68	12.66	12.74	25.19	15.73	14.3	4.91	10.86	8.84	30.09	22.1	11.72	18.47	7.3	11.68
ENSG00000161021	92.65	148.54	188.95	151.07	127.93	166.06	151.35	128.59	96.05	137.29	80.36	97.85	147.5	123.93	134.58	122.38	97.22	149.46	76.87	133.79	117.63	113.63	101.25
ENSG00000186462	18.91	10.82	24.81	77.51	52.12	24.28	125.12	19.86	30.74	26.29	29.4	9.69	20.65	20.97	24.56	63.16	17.68	12.62	50.93	33.2	22.36	22.93	5.84
ENSG00000100065	108.72	45.25	46.76	61.74	63.49	57.3	94.85	43.49	103.73	92.5	90.16	48.44	92.43	119.16	73.67	105.6	70.7	87.35	155.66	122.07	82.63	91.74	84.7
ENSG00000132382	127.63	139.69	109.74	94.58	116.56	141.78	316.83	69.97	61.47	126.58	100.94	53.28	155.37	96.28	200.39	102.64	127.66	95.11	103.77	126.95	53.47	149.07	105.14
ENSG00000120889	227.84	177.07	344.5	73.57	81.5	144.7	467.17	184.37	185.38	144.11	136.22	98.82	133.73	213.54	114.93	144.09	229.78	127.14	167.19	194.34	198.32	164.71	145.05
ENSG00000073464	108.72	142.64	218.53	367.83	410.34	106.82	38.34	148.44	154.64	177.22	182.28	155.98	158.32	169.69	186.64	313.84	125.69	149.46	137.4	140.63	180.82	121.97	212.23
ENSG00000101977	18.91	10.82	12.41	5.25	4.74	19.42	0	26.47	50.91	2.92	14.7	2.91	7.87	27.65	8.84	4.93	24.55	1.94	6.73	18.55	7.78	2.08	29.21
ENSG00000101974	36.87	61.97	62.98	28.9	40.75	28.16	43.39	17.02	24.01	41.87	27.44	52.32	13.77	31.46	17.68	21.71	23.57	4.85	22.1	22.46	33.05	16.68	38.94
ENSG00000101972	194.75	294.13	236.67	266.67	305.15	249.58	347.1	289.32	258.37	227.85	206.78	451.46	211.42	280.27	179.77	231.92	199.34	276.59	228.69	235.35	321.79	251.23	276.48
ENSG00000007516	43.49	7.87	22.9	10.51	30.33	10.68	5.05	19.86	26.89	23.37	18.62	18.41	85.55	35.27	29.47	26.65	40.26	47.55	114.34	42.97	30.14	36.49	13.63
ENSG00000162852	69.96	87.55	117.38	199.68	144.04	148.58	115.03	102.11	43.22	88.61	73.5	129.82	108.17	96.28	82.52	122.38	95.25	85.4	86.48	65.43	98.19	91.74	144.08
ENSG00000072736	313.87	323.65	263.39	290.32	289.99	286.48	251.24	308.23	327.53	269.72	255.78	275.14	309.75	395.62	215.13	241.79	286.74	495.93	323.81	240.24	326.65	276.25	222.93
ENSG00000261603	0	9.84	0	0	1.9	6.8	0	36.87	10.57	5.84	1.96	0	3.93	0	0	0.99	3.93	0	6.73	0	0	0	8.76
ENSG00000100060	73.74	30.5	52.49	59.11	50.23	26.22	160.43	31.2	54.75	62.32	61.74	54.25	66.87	106.77	76.62	46.38	101.14	107.73	107.62	45.9	93.33	103.2	84.7
ENSG00000119508	112.5	113.13	1094.58	118.23	98.56	87.4	140.25	548.39	225.72	36.03	29.4	23.25	57.03	117.26	105.11	68.1	76.59	6.79	15.37	24.41	90.41	32.32	251.17
ENSG00000116574	38.76	46.24	90.66	24.96	20.85	33.02	38.34	65.24	26.89	27.26	19.6	16.47	15.73	43.85	27.51	17.76	14.73	7.76	22.1	20.51	37.91	20.85	27.26
ENSG00000130349	40.65	84.6	71.57	106.41	86.24	45.64	17.15	65.24	61.47	104.19	148.96	88.16	81.62	62.92	94.3	92.77	75.61	65.02	49.96	67.38	82.63	74.01	107.09
ENSG00000130348	61.45	135.75	120.24	202.3	202.8	71.86	30.27	38.77	187.3	125.61	120.54	63.94	55.07	134.41	85.46	182.58	113.91	97.05	140.29	124.02	74.86	105.29	102.22
ENSG00000054654	977.55	1162.76	1437.17	1678.86	1308.72	1123.58	855.63	777.21	1456.12	1024.35	1060.35	518.31	1069.87	1186.85	849.71	1152.71	1069.37	998.65	836.91	825.2	868.14	1144.62	1029
ENSG00000119509	52.94	64.93	63.94	48.61	50.23	111.68	40.36	43.49	73	43.82	31.36	28.1	59.98	61.01	42.24	50.33	40.26	64.05	14.41	59.57	87.49	78.18	41.86
ENSG00000115966	139.92	185.92	171.77	219.38	200.9	183.54	195.75	131.43	238.2	153.85	193.06	140.48	144.55	180.17	190.57	192.45	188.54	160.13	103.77	222.66	166.24	178.26	212.23
ENSG00000130340	242.02	288.23	287.24	245.66	270.08	159.26	362.23	179.65	191.14	236.61	206.78	110.44	222.23	178.27	200.39	278.31	185.59	244.57	205.62	207.03	198.32	201.19	225.86
ENSG00000180881	31.2	43.28	51.53	56.49	35.06	39.82	5.05	58.62	73	44.79	40.18	31	33.43	50.52	57.96	56.25	66.77	9.71	18.26	58.59	73.88	60.46	57.44
ENSG00000005007	187.19	187.89	241.44	207.56	253.97	201.02	374.34	126.7	176.73	177.22	158.76	144.35	208.47	178.27	274.07	221.07	237.64	296	285.38	218.75	139.99	265.83	187.89
ENSG00000104763	974.71	2112.06	3592.93	5610.66	5054.84	1345	1056.43	2742.91	2142.88	4239.55	3018.38	1839.75	2237.08	1230.7	1492.15	5029.28	1312.9	1454.78	1270.26	1538.1	1467.97	1658.55	2728.76
ENSG00000099949	398.02	197.73	158.41	176.03	164.89	351.54	334.99	278.92	381.32	215.19	169.54	263.51	270.42	387.04	249.51	160.87	384.93	445.46	367.05	304.69	342.2	326.29	228.78
ENSG00000178573	73.74	65.91	57.26	84.07	122.25	71.86	25.23	58.62	81.64	95.42	110.74	64.91	44.25	79.12	52.06	62.18	95.25	52.41	146.05	76.17	74.86	67.76	85.67
ENSG00000107562	441.5	1063.41	638.42	894.61	864.27	380.68	118.05	451.95	385.16	895.82	889.83	325.52	410.05	1426.13	692.54	668.14	372.17	1352.88	319.01	682.62	519.14	949.68	453.66
ENSG00000151012	1.89	0.98	5.73	0	3.79	1.94	72.65	7.56	5.76	1.95	2.94	0.97	3.93	3.81	3.93	13.82	2.95	2.91	8.65	2.93	8.75	2.08	0.97
ENSG00000107560	92.65	74.76	91.61	114.29	108.98	41.76	73.66	52.95	61.47	60.37	75.46	56.19	63.92	43.85	49.12	92.77	76.59	36.88	19.22	57.62	30.14	40.66	67.17
ENSG00000151014	0	7.87	63.94	32.84	20.85	10.68	13.12	24.58	7.68	15.58	9.8	3.88	13.77	8.58	13.75	20.73	18.66	4.85	6.73	5.86	11.67	11.47	5.84
ENSG00000099940	92.65	151.49	113.56	200.99	184.79	148.58	100.9	179.65	152.72	179.16	216.58	293.55	160.28	131.55	159.14	219.09	149.26	95.11	54.77	118.16	154.57	160.54	185.94
ENSG00000099942	242.02	370.86	405.58	558.31	435.93	270.94	412.68	261.91	297.76	322.3	312.62	256.73	303.85	280.27	317.29	375.03	250.4	338.7	322.85	280.28	285.82	318.99	335.86
ENSG00000145850	1.89	0.98	0	0	0	0	0	2.84	5.76	1.95	0.98	0	0	6.67	0	0.99	0	0	0.96	3.91	0	0	0.97
ENSG00000101608	2882.54	4715.98	6288.82	18005.09	8480.64	3258.1	34969.01	8655.16	4582.55	13244.47	27779.9	37036.19	17882.89	7420.44	23788.96	13425.9	9746.08	12886.31	8561.29	25024.59	8430.6	18085.58	24643.54
ENSG00000174136	47.27	100.34	117.38	187.85	132.67	28.16	92.83	85.1	63.39	86.66	77.42	50.38	43.27	71.5	33.4	122.38	24.55	24.26	39.4	86.91	44.72	29.19	63.28
ENSG00000101605	5220.53	4771.07	4675.1	6136.13	4835.93	6965.83	3386.21	5049.94	4745.83	4452.8	4554.03	5237.32	4730.81	4099.16	5733.83	4922.7	4460.12	6449.95	5441.36	6162.15	4328.07	4212.57	4420.73
ENSG00000174132	47.27	56.07	69.66	69.62	65.39	43.7	12.11	48.22	28.82	38.95	53.9	55.22	32.45	24.79	20.63	71.06	21.6	41.73	40.36	32.23	49.58	30.23	59.38
ENSG00000154001	277	166.25	144.1	178.66	232.18	332.12	333.98	255.29	199.78	148	158.76	168.57	164.22	175.41	125.74	202.32	177.74	191.19	127.79	159.18	150.69	120.92	157.71
ENSG00000174130	1.89	0.98	3.82	5.25	4.74	6.8	0	17.02	14.41	4.87	4.9	4.84	3.93	0	3.93	3.95	6.87	1.94	0.96	4.88	0.97	1.04	1.95
ENSG00000125304	211.77	303.97	410.35	461.1	529.74	279.68	206.85	244.89	234.36	332.04	248.92	324.55	259.6	188.75	177.8	426.34	259.24	154.31	161.42	201.17	232.35	239.77	269.66
ENSG00000198791	119.12	182.97	132.65	300.83	244.5	157.32	143.28	150.34	176.73	201.56	138.18	130.79	84.57	77.22	106.09	175.67	88.38	164.01	160.46	127.93	128.33	123.01	136.29
ENSG00000197959	3.78	18.69	48.67	21.02	24.64	19.42	12.11	43.49	18.25	29.21	20.58	12.59	18.68	43.85	15.72	19.74	11.78	17.47	35.55	17.58	23.33	27.1	25.31
ENSG00000197958	308.2	343.32	263.39	246.97	295.67	494.3	807.2	410.35	411.09	256.09	486.08	369.11	288.12	326.98	422.4	163.83	449.74	413.43	305.55	373.05	410.25	340.88	242.41
ENSG00000198794	28.36	10.82	41.99	38.1	30.33	4.86	5.05	26.47	54.75	9.74	33.32	37.78	23.6	33.37	27.51	18.75	18.66	30.09	84.56	40.04	27.22	61.5	23.36
ENSG00000198795	40.65	78.7	86.84	115.6	115.61	17.48	50.45	48.22	77.8	46.74	53.9	47.47	33.43	100.1	57.96	122.38	63.83	30.09	50.93	41.02	91.38	51.08	62.3
ENSG00000197779	33.09	23.61	22.9	53.86	31.27	6.8	38.34	7.56	26.89	29.21	43.12	29.06	26.55	14.3	13.75	31.58	24.55	62.11	24.02	26.37	21.39	21.89	36.99
ENSG00000198797	1.89	1.97	0.95	0	1.9	1.94	2.02	0	0	2.92	4.9	0	0.98	3.81	0	1.97	2.95	6.79	0	0.98	0	0	1.95
ENSG00000197776	49.16	100.34	49.62	86.7	46.44	80.6	22.2	86.99	134.47	59.4	46.06	30.03	70.8	35.27	58.94	67.11	92.31	60.17	53.81	60.55	70	77.14	57.44
ENSG00000150722	57.67	125.92	155.55	240.4	210.38	220.44	13.12	187.21	91.25	224.93	239.12	95.91	78.67	68.64	123.77	335.55	109.98	174.69	79.75	162.11	104.99	69.84	129.48
ENSG00000197956	1745.22	1269.99	419.89	359.94	578.07	1552.82	1666.87	1903.3	1219.84	951.32	1182.85	1482.26	1621.52	1214.5	2724.97	651.36	1370.83	1317.94	1392.29	1228.52	1138.4	1666.89	1510.89
ENSG00000197771	92.65	208.55	284.38	211.5	261.56	124.3	227.03	131.43	81.64	199.61	174.44	103.66	113.08	94.38	143.42	236.86	91.32	66.96	44.2	103.52	64.16	121.97	158.68
ENSG00000161682	3.78	1.97	3.82	1.31	2.84	1.94	3.03	0	0	0	2.94	0	10.82	10.49	6.88	5.92	9.82	1.94	6.73	5.86	7.78	2.08	2.92
ENSG00000103260	231.62	91.49	129.78	82.76	104.24	174.8	99.89	172.08	183.46	100.29	207.76	281.92	256.65	192.57	321.22	92.77	196.39	333.85	402.6	195.31	221.65	211.62	131.42
ENSG00000115084	94.54	192.81	208.99	231.21	248.29	113.62	253.26	157.9	120.06	158.72	147	180.2	188.8	77.22	114.93	243.77	107.04	168.87	49	144.53	104.99	154.28	222.93
ENSG00000113430	133.3	60.99	97.34	47.29	44.54	85.46	113.01	123.86	105.66	66.21	51.94	61.03	91.45	59.1	103.14	47.37	94.27	72.79	51.89	86.91	74.86	63.59	56.46
ENSG00000085978	84.14	100.34	114.52	112.98	113.72	76.72	113.01	48.22	61.47	107.11	79.38	101.72	110.13	113.44	83.5	97.7	118.82	130.05	56.69	79.1	94.3	93.82	56.46
ENSG00000140319	623.97	814.52	925.67	873.59	913.55	1095.42	467.17	1097.73	1181.42	852	1171.09	669.44	563.45	552.91	849.71	601.03	666.76	729.82	515.98	914.07	657.18	746.4	739.87
ENSG00000012817	658.95	377.75	380.76	274.56	281.46	52.44	5.05	398.06	486.97	4.87	357.7	279.01	398.25	370.83	336.94	296.07	512.59	33	482.35	511.72	387.89	498.29	355.33
ENSG00000169248	36.87	69.84	11.45	1.31	0.95	24.28	0	2.84	0	2.92	0.98	0	1.97	0	0	2.96	0	1.94	0.96	0.98	0	0	0.97
ENSG00000169249	52.94	35.41	24.81	27.59	17.06	52.44	25.23	31.2	56.67	32.13	34.3	29.06	43.27	45.76	29.47	16.78	45.17	81.52	20.18	17.58	67.08	28.15	36.02
ENSG00000169246	33.09	11.8	1.91	35.47	6.63	26.22	25.23	2.84	26.89	6.82	2.94	10.66	10.82	1.91	15.72	1.97	15.71	24.26	30.75	17.58	15.55	33.36	5.84
ENSG00000169247	34.98	5.9	20.04	70.94	33.17	8.74	17.15	31.2	30.74	27.26	34.3	18.41	34.42	64.82	43.22	86.85	36.33	44.64	71.1	73.24	47.64	92.78	24.34
ENSG00000169245	28.36	164.28	20.99	38.1	0.95	76.72	5.05	12.29	20.17	20.45	10.78	0	2.95	0	4.91	25.66	3.93	0	28.83	2.93	4.86	13.55	8.76
ENSG00000169242	268.49	226.26	139.33	212.81	202.8	253.46	586.23	155.06	354.42	246.35	197.96	248.98	273.37	253.58	204.32	263.5	361.37	204.78	177.76	223.63	233.32	297.1	244.35
ENSG00000169241	59.56	60.01	32.45	42.04	30.33	85.46	133.19	36.87	61.47	69.13	34.3	42.63	38.35	79.12	57.96	41.45	46.15	27.17	42.28	63.48	65.13	51.08	44.78
ENSG00000089048	529.43	181.99	109.74	88.02	134.57	328.24	784	390.49	366.91	149.95	234.22	272.23	255.67	337.47	276.03	184.55	271.02	405.67	238.29	166.02	343.17	209.53	290.11
ENSG00000183864	277	185.92	602.16	424.31	334.53	127.22	238.12	233.54	317.93	330.09	99.96	100.76	185.85	157.29	305.5	164.81	199.34	119.37	301.71	231.45	113.74	183.47	238.51
ENSG00000183862	0	0	0	0	0.95	1.94	2.02	0	1.92	1.95	0.98	0	0	0	0	0	0.98	0	3.84	0.98	2.92	1.04	0
ENSG00000089041	14.18	42.3	4.77	11.82	17.06	4.86	5.05	12.29	14.41	8.76	20.58	4.84	11.8	1.91	4.91	24.67	18.66	10.68	20.18	14.65	7.78	30.23	8.76
ENSG00000051523	65.23	27.54	53.44	13.14	39.8	33.02	67.6	38.77	30.74	53.55	43.12	50.38	60.97	62.92	66.8	25.66	128.64	112.58	157.58	44.92	27.22	51.08	47.7
ENSG00000166484	150.32	64.93	91.61	61.74	48.33	92.26	158.41	121.02	107.58	75.95	49.98	50.38	88.5	115.35	128.68	59.21	76.59	120.34	131.64	79.1	102.08	97.99	72.04
ENSG00000100285	1.89	0.98	0	0	0.95	1.94	8.07	0	0	1.95	5.88	0.97	0.98	0	3.93	0.99	0	1.94	0.96	2.93	6.81	2.08	1.95
ENSG00000120688	509.57	312.82	275.79	240.4	198.06	627.34	947.45	672.25	366.91	282.38	350.84	332.3	339.25	435.66	291.75	221.07	339.76	329	256.55	356.45	431.64	307.52	352.41
ENSG00000111348	1012.53	362.99	397.94	361.26	309.89	693.38	1484.24	762.08	710.77	607.6	856.52	1551.05	813.22	1099.15	754.43	419.44	1506.35	1435.37	1057.91	892.58	1430.05	1037.24	740.84
ENSG00000124217	6.62	8.85	11.45	31.53	11.37	4.86	5.05	7.56	12.49	15.58	9.8	0	6.88	8.58	6.88	16.78	6.87	2.91	3.84	2.93	6.81	0	9.74
ENSG00000124214	311.98	438.74	413.21	593.78	442.56	426.32	532.75	320.53	319.85	355.41	433.16	555.12	296.97	339.37	343.81	487.53	299.5	379.47	185.45	315.43	393.73	351.31	319.31
ENSG00000124215	36.87	14.76	5.73	5.25	5.69	6.8	2.02	2.84	14.41	5.84	9.8	2.91	7.87	19.07	10.81	10.86	21.6	15.53	16.33	7.81	10.69	14.59	5.84
ENSG00000124212	47.27	40.33	82.07	55.17	130.78	1.94	8.07	14.18	18.25	15.58	8.82	6.78	9.83	6.67	8.84	29.61	14.73	4.85	38.43	6.84	4.86	8.34	12.66
ENSG00000247596	178.68	136.74	291.06	151.07	315.57	190.34	52.47	123.86	223.8	190.85	240.1	155.98	218.3	178.27	316.31	240.81	238.62	209.63	258.47	208.99	169.16	204.32	302.76
ENSG00000013364	404.63	378.73	164.14	80.13	151.63	408.84	236.11	364.02	364.99	373.91	208.74	107.54	183.88	238.32	387.04	147.05	280.84	179.54	507.34	206.06	134.16	254.36	225.86
ENSG00000111341	679.75	1875.96	1363.69	801.34	1413.91	553.54	691.17	971.03	751.11	1734.19	1511.15	2510.16	729.63	1168.74	1574.67	1291.86	1667.39	796.78	556.34	849.62	807.87	783.93	2350.06
ENSG00000000005	0	1.97	0	0	4.74	0	2.02	0	0	0.97	1.96	20.34	3.93	0	0	2.96	0.98	2.91	0	0.98	10.69	2.08	2.92
ENSG00000111344	0	1.97	0.95	0	1.9	1.94	2.02	4.73	3.84	1.95	1.96	0	0	0	1.96	0	0	0	0.96	1.95	0	0	0.97
ENSG00000161970	90.76	298.07	440.89	681.79	636.83	80.6	711.35	204.23	152.72	501.46	621.32	129.82	205.52	100.1	233.79	464.83	130.6	177.6	30.75	124.02	95.27	130.31	341.7
ENSG00000117228	143.7	676.8	72.53	67	33.17	312.7	75.68	89.82	65.31	60.37	64.68	36.81	14.75	140.13	64.83	34.54	43.21	7.76	55.73	36.13	64.16	69.84	37.97
ENSG00000135447	420.71	632.54	919.94	367.83	371.48	544.8	487.35	834.88	732.86	537.49	600.74	325.52	336.3	332.7	379.18	442.13	354.49	371.7	453.53	413.09	316.93	442	466.31
ENSG00000135446	222.17	345.29	249.07	252.22	297.57	349.6	625.58	260.01	268.94	379.75	333.2	566.75	256.65	257.39	317.29	330.61	241.57	389.17	329.58	315.43	224.57	311.69	333.92
ENSG00000135441	289.29	115.1	107.84	57.8	66.34	336.98	324.9	308.23	303.52	137.29	132.3	196.67	204.53	236.42	200.39	68.1	256.29	324.15	432.39	202.15	319.84	112.59	132.4
ENSG00000079215	878.28	562.69	531.54	578.01	646.31	568.1	593.29	1294.4	792.41	604.68	665.42	461.15	805.35	768.35	959.73	571.42	800.31	1133.55	543.85	928.72	1025.63	880.88	650.31
ENSG00000082014	846.14	403.33	612.66	419.06	362.96	798.26	850.59	884.05	737.66	750.73	560.56	573.53	928.27	864.64	825.15	504.31	872.97	979.24	826.34	744.15	795.23	835.01	585.08
ENSG00000165813	318.6	182.97	295.83	254.85	196.17	428.26	203.82	507.74	270.86	159.69	290.08	151.13	327.45	347.95	328.1	219.09	269.06	336.76	297.87	293.95	322.76	353.39	272.58
ENSG00000117222	47.27	71.81	79.21	94.58	109.93	26.22	48.43	55.78	71.08	61.34	47.04	58.13	54.08	62.92	55.99	91.78	52.04	59.2	60.53	57.62	43.75	60.46	50.62
ENSG00000185133	174.9	75.75	185.13	119.54	137.41	144.7	23.21	201.39	185.38	101.27	117.6	132.73	181.92	225.93	167.98	166.79	156.13	181.48	236.37	191.41	198.32	182.43	151.87
ENSG00000117226	65.23	262.65	72.53	52.55	82.45	111.68	38.34	38.77	50.91	54.53	25.48	8.72	28.52	29.55	38.31	42.44	34.37	15.53	35.55	34.18	30.14	51.08	35.05
ENSG00000068366	155.99	144.61	253.84	357.32	211.33	69.92	655.85	106.84	85.48	153.85	178.36	172.45	177	140.13	164.05	241.79	86.41	90.26	116.26	157.23	101.11	222.04	171.34
ENSG00000152270	14.18	17.71	20.04	57.8	26.53	48.56	23.21	29.31	24.01	18.5	34.3	12.59	42.28	20.97	24.56	35.53	39.28	15.53	13.45	67.38	23.33	36.49	40.89
ENSG00000004059	259.04	316.76	429.43	195.74	328.84	389.42	316.83	432.1	468.72	377.8	399.84	452.43	414.97	425.17	509.83	249.69	263.17	450.31	628.4	392.58	343.17	396.13	398.17
ENSG00000169020	2471.29	1521.82	1186.19	880.16	1239.54	2831.78	2595.16	4613.12	2203.39	1640.71	4500.13	6538.42	4198.83	3299.35	3178.8	1925.46	3955.39	4625.41	3093.98	2693.38	4616.8	2530.04	3298.27
ENSG00000064393	1671.48	830.26	847.42	1186.24	857.64	2046.15	6862.23	2000.69	1226.56	1090.56	1073.09	2612.85	1544.82	1490.95	1763.27	974.08	1338.43	3175.48	1500.87	1753.92	1336.72	1660.63	1090.34
ENSG00000160087	133.3	103.29	79.21	59.11	90.98	109.74	143.28	128.59	116.22	109.06	84.28	76.54	109.15	131.55	118.86	98.69	118.82	97.05	92.24	78.13	94.3	102.16	90.54
