ID	CNT_1	CNT_10	CNT_2	CNT_3	CNT_4	CNT_5	CNT_6	CNT_7	CNT_8	CNT_9	ICM_1	ICM_10	ICM_11	ICM_12	ICM_13	ICM_2	ICM_3	ICM_4	ICM_5	ICM_6	ICM_7	ICM_8	ICM_9
ENSG00000134262	104.94	125.92	120.24	126.11	125.09	54.38	160.43	43.49	158.48	129.5	183.26	101.72	236	215.44	191.55	151	170.86	229.04	211.39	191.41	184.71	164.71	152.84
ENSG00000159131	172.06	147.56	196.59	207.56	235.97	137.9	337.01	102.11	99.89	231.74	169.54	237.36	139.63	165.87	125.74	236.86	125.69	156.25	103.77	98.63	176.93	142.82	127.53
ENSG00000109944	24.58	7.87	6.68	13.14	13.27	1.94	8.07	12.29	3.84	3.89	18.62	1.94	13.77	10.49	4.91	16.78	5.89	25.23	0	4.88	12.64	2.08	17.52
ENSG00000175279	8.51	10.82	8.59	14.45	7.58	22.34	0	17.02	20.17	15.58	38.22	34.88	13.77	10.49	24.56	13.82	24.55	22.32	24.98	8.79	15.55	7.3	22.39
ENSG00000105991	0	0	4.77	2.63	2.84	1.94	0	2.84	0	0.97	0.98	0	0	1.91	0	1.97	2.95	1.94	1.92	0.98	2.92	0	4.87
ENSG00000105993	640.04	673.85	499.1	663.4	712.64	520.52	477.26	538.94	661.78	579.36	648.76	714.97	555.58	514.78	523.58	612.87	516.52	665.76	567.87	601.57	537.61	656.75	739.87
ENSG00000138385	129.52	94.44	104.02	112.98	82.45	164.12	289.58	104.01	52.83	97.37	114.66	93.97	67.85	62.92	49.12	107.57	100.16	66.96	105.69	62.5	85.55	68.8	94.43
ENSG00000255150	12.29	8.85	4.77	2.63	2.84	0	289.58	9.46	1.92	5.84	3.92	12.59	13.77	6.67	6.88	5.92	0	0	0	3.91	7.78	10.42	5.84
ENSG00000102753	203.26	210.52	269.11	499.19	643.46	258.32	340.03	332.82	294.87	222.98	384.16	209.26	238.95	196.38	207.27	458.91	237.64	257.18	208.51	245.12	220.68	264.78	227.8
ENSG00000123364	0	0.98	0	0	1.9	0	2.02	0	3.84	0.97	2.94	1.94	0.98	0	0	0	0	2.91	0	2.93	3.89	3.13	0
ENSG00000255154	0	8.85	3.82	5.25	14.21	10.68	2.02	34.04	16.33	5.84	7.84	4.84	5.9	3.81	3.93	5.92	2.95	4.85	29.79	3.91	4.86	2.08	4.87
ENSG00000091136	434.89	400.38	671.83	768.49	824.47	448.66	641.73	419.8	319.85	594.94	880.03	266.42	675.55	699.72	500.99	751.04	912.25	346.47	663.96	859.38	635.79	475.36	877.14
ENSG00000183287	0	20.66	15.27	9.2	19.9	0	10.09	4.73	1.92	1.95	5.88	0	0	10.49	0	1.97	0	0	0	11.72	0.97	13.55	0.97
ENSG00000176261	135.19	61.97	37.22	52.55	50.23	74.78	55.5	165.46	87.41	46.74	93.1	64.91	94.4	115.35	96.27	37.5	109.98	94.14	39.4	74.22	134.16	134.48	63.28
ENSG00000229644	20.8	7.87	4.77	82.76	10.42	1.94	12.11	4.73	3.84	2.92	2.94	0	1.97	3.81	3.93	6.91	3.93	0	0	0	0.97	0	2.92
ENSG00000168575	277	278.39	406.53	424.31	409.39	424.38	1478.19	364.02	336.18	396.3	271.46	537.68	372.68	491.9	336.94	427.33	415.37	329	343.99	332.03	357.76	384.67	430.29
ENSG00000243696	18.91	3.93	1.91	6.57	3.79	1.94	3.03	2.84	12.49	4.87	3.92	0.97	4.92	12.39	10.81	14.8	6.87	24.26	0.96	7.81	2.92	8.34	7.79
ENSG00000092929	110.61	43.28	20.99	17.08	30.33	17.48	27.24	14.18	40.34	26.29	24.5	18.41	43.27	56.24	49.12	14.8	83.47	55.32	99.93	39.06	29.16	31.27	36.02
ENSG00000146072	24.58	37.38	120.24	106.41	68.23	26.22	82.74	55.78	16.33	34.08	45.08	58.13	37.37	45.76	83.5	55.27	46.15	36.88	25.94	52.73	43.75	15.64	45.76
ENSG00000138380	38.76	84.6	55.35	109.03	72.97	31.08	20.18	58.62	81.64	74	45.08	9.69	50.15	20.97	24.56	95.73	57.94	34.94	114.34	45.9	41.8	27.1	57.44
ENSG00000136731	222.17	225.27	240.48	282.44	229.33	246.66	221.98	260.01	236.28	237.59	258.72	263.51	248.78	188.75	287.82	274.36	246.48	236.8	172.96	182.62	196.38	186.6	224.88
ENSG00000136881	1.89	1.97	0.95	0	1.9	24.28	5.05	0	14.41	1.95	4.9	0.97	0.98	0	0	0	5.89	0	3.84	4.88	0.97	3.13	0.97
ENSG00000132507	588.99	318.73	386.49	337.61	330.73	518.58	540.83	648.62	556.13	341.77	282.24	628.75	427.75	374.64	512.77	221.07	406.54	446.43	482.35	439.46	346.09	395.09	248.25
ENSG00000170631	31.2	52.14	12.41	35.47	42.64	26.22	27.24	7.56	22.09	42.84	49.98	34.88	48.18	43.85	38.31	40.46	21.6	37.85	33.63	39.06	29.16	33.36	35.05
ENSG00000111412	22.69	26.56	26.72	57.8	47.38	6.8	52.47	19.86	16.33	40.9	36.26	48.44	29.5	8.58	42.24	21.71	30.44	6.79	14.41	23.44	27.22	30.23	32.13
ENSG00000177791	16.07	11.8	5.73	0	16.11	45.64	8.07	7.56	18.25	5.84	0.98	65.88	11.8	56.24	6.88	12.83	14.73	19.41	22.1	19.53	7.78	3.13	7.79
ENSG00000108352	256.2	75.75	38.17	40.72	36.96	391.36	104.94	116.3	145.04	126.58	27.44	69.75	104.23	77.22	52.06	31.58	76.59	72.79	100.89	99.61	78.75	163.67	62.3
ENSG00000178878	121.01	73.78	3360.08	302.14	116.56	69.92	236.11	689.27	50.91	200.59	381.22	570.62	184.87	146.81	379.18	121.39	364.31	44.64	195.06	389.65	359.7	75.06	863.51
ENSG00000175792	131.41	167.23	139.33	190.48	172.47	45.64	178.59	126.7	67.24	185.98	226.38	96.88	180.93	136.32	152.26	208.24	86.41	102.87	90.32	104.49	146.8	91.74	145.05
ENSG00000105197	457.58	227.24	342.59	260.11	333.58	410.78	380.39	439.66	354.42	390.46	482.16	589.03	474.95	496.67	622.79	285.22	431.09	592.98	460.25	450.2	477.33	461.81	359.23
ENSG00000142959	3.78	0.98	1.91	0	0.95	6.8	2.02	0	7.68	2.92	0.98	2.91	1.97	0	0	0.99	9.82	0	1.92	2.93	0	1.04	7.79
ENSG00000213799	1.89	7.87	4.77	27.59	10.42	0	5.05	7.56	7.68	14.61	13.72	9.69	12.78	31.46	15.72	18.75	21.6	4.85	10.57	7.81	11.67	4.17	5.84
ENSG00000144504	69.96	40.33	22.9	18.39	21.8	36.9	32.29	9.46	26.89	23.37	20.58	15.5	20.65	24.79	47.15	18.75	43.21	33	46.12	39.06	36.94	40.66	24.34
ENSG00000214688	6.62	1.97	3.82	2.63	0.95	0	3.03	2.84	3.84	1.95	0.98	0.97	3.93	1.91	3.93	2.96	5.89	1.94	1.92	2.93	2.92	6.25	1.95
ENSG00000157551	3.78	1.97	4.77	0	1.9	0	7.06	4.73	1.92	1.95	0.98	0.97	0.98	1.91	0	1.97	5.89	1.94	3.84	0.98	2.92	1.04	3.89
ENSG00000172568	0	0	0	0	0	0	12.11	0	1.92	0.97	0	0.97	0	1.91	1.96	0	0	0	0	0	3.89	0	2.92
ENSG00000244405	16.07	32.46	32.45	55.17	26.53	39.82	73.66	31.2	26.89	56.48	38.22	30.03	15.73	31.46	29.47	33.55	55.97	22.32	3.84	17.58	60.27	44.83	36.99
ENSG00000162692	61.45	150.51	108.79	15.76	49.28	209.76	7.06	121.02	91.25	47.71	41.16	47.47	31.47	40.04	60.9	32.57	30.44	33	38.43	24.41	59.3	56.29	15.58
ENSG00000241127	61.45	70.83	40.08	42.04	42.64	76.72	104.94	99.28	65.31	47.71	90.16	96.88	84.57	77.22	54.03	65.14	76.59	85.4	55.73	77.15	71.94	67.76	73.99
ENSG00000162694	52.94	41.32	77.3	131.37	157.31	31.08	23.21	63.35	81.64	75.95	74.48	38.75	55.07	45.76	54.03	116.46	64.81	39.79	47.08	63.48	52.5	60.46	67.17
ENSG00000182379	52.94	11.8	1.91	5.25	4.74	22.34	23.21	0	7.68	35.05	9.8	179.23	76.7	27.65	33.4	17.76	14.73	107.73	25.94	30.27	17.5	61.5	19.47
ENSG00000157017	0	0	0	1.31	0	10.68	3.03	2.84	0	1.95	8.82	0	4.92	3.81	0	0.99	3.93	2.91	0	4.88	3.89	4.17	1.95
ENSG00000157014	104.94	141.66	198.49	160.27	142.15	150.52	198.77	114.41	170.97	181.11	147.98	166.63	90.47	89.61	114.93	151	127.66	89.29	104.73	101.56	127.35	100.08	125.58
ENSG00000132953	246.75	263.64	170.82	755.36	298.51	240.84	186.67	172.08	283.35	551.12	355.74	255.76	256.65	241.18	197.45	511.22	350.56	174.69	243.1	441.41	299.43	370.07	256.03
ENSG00000078237	20.8	19.67	36.26	49.92	61.6	26.22	40.36	31.2	24.01	28.24	50.96	42.63	14.75	17.16	43.22	63.16	24.55	6.79	29.79	10.74	22.36	14.59	15.58
ENSG00000164627	3.78	4.92	0.95	0	7.58	8.74	2.02	14.18	7.68	0.97	2.94	7.75	5.9	17.16	0	5.92	3.93	6.79	14.41	8.79	7.78	4.17	3.89
ENSG00000132950	86.03	84.6	117.38	106.41	78.66	66.04	70.63	80.37	94.13	56.48	66.64	41.66	74.73	102.96	62.87	74.02	75.61	54.35	49	63.48	40.83	91.74	51.6
ENSG00000099840	12.29	18.69	26.72	5.25	16.11	26.22	7.06	4.73	10.57	13.63	14.7	3.88	16.72	1.91	17.68	3.95	11.78	33	26.9	16.6	19.44	16.68	3.89
ENSG00000146250	1.89	0.98	0.95	0	0.95	0	2.02	4.73	1.92	0	6.86	2.91	1.97	1.91	0	0.99	0	2.91	0	1.95	0	4.17	1.95
ENSG00000067836	618.29	462.35	552.54	319.22	281.46	511.78	266.38	538.94	601.27	418.7	507.64	372.02	717.83	558.63	741.66	403.65	570.53	936.53	1203.96	738.29	498.72	831.88	515.96
ENSG00000115604	10.4	4.92	52.49	3.94	8.53	22.34	18.16	36.87	1.92	12.66	11.76	0.97	11.8	3.81	10.81	13.82	6.87	0	0	10.74	2.92	11.47	10.71
ENSG00000181541	3.78	1.97	0	0	1.9	1.94	0	7.56	3.84	0	1.96	0.97	3.93	0	0	0.99	2.95	1.94	6.73	0.98	2.92	4.17	1.95
ENSG00000184060	49.16	39.35	23.86	15.76	23.69	28.16	58.52	9.46	32.66	45.76	35.28	23.25	24.58	81.98	29.47	30.59	66.77	20.38	30.75	24.41	38.89	49	39.91
ENSG00000115353	1.89	1.97	0	0	0.95	0	0	2.84	0	1.95	0.98	0	3.93	3.81	0	0.99	2.95	0	1.92	0.98	0.97	0	1.95
ENSG00000163348	143.7	158.38	77.3	106.41	107.09	71.86	125.12	89.82	128.71	114.9	107.8	216.04	115.05	127.74	127.7	81.91	128.64	171.78	139.33	105.47	152.63	132.39	68.15
ENSG00000181544	0	1.97	4.77	0	1.9	1.94	0	0	0	2.92	2.94	1.94	1.97	1.91	1.96	0.99	2.95	0	0.96	0.98	0	0	0
ENSG00000163347	0	0.98	3.82	1.31	0	0	3.03	0	20.17	1.95	0.98	1.94	2.95	1.91	0	0.99	2.95	1.94	0.96	0.98	0	0	1.95
ENSG00000163346	457.58	404.31	397.94	271.93	291.88	419.52	183.64	359.29	385.16	362.22	329.28	681.07	303.85	372.74	270.14	337.52	375.11	542.51	359.36	343.75	458.86	322.12	372.86
ENSG00000168461	87.92	122.97	103.06	74.88	139.31	146.64	349.11	162.63	79.72	91.53	127.4	239.29	159.3	201.14	153.24	92.77	256.29	265.92	122.03	116.21	203.18	155.33	162.58
ENSG00000101365	537.94	730.91	1020.14	805.28	1176.05	887.6	932.32	1121.37	903.83	1031.16	1252.43	1248.78	1085.6	959.01	1122.8	1090.53	651.05	879.27	1550.83	1040.05	732.04	921.53	1043.61
ENSG00000256043	61.45	143.62	114.52	151.07	106.14	43.7	15.14	46.33	30.74	77.9	82.32	46.5	58.02	62.92	67.78	85.86	21.6	41.73	13.45	63.48	38.89	66.72	83.72
ENSG00000179832	115.34	57.06	51.53	11.82	36.01	57.3	18.16	34.04	87.41	42.84	40.18	35.85	75.72	38.13	76.62	35.53	54.01	47.55	84.56	60.55	51.52	110.5	58.41
ENSG00000179833	110.61	103.29	144.1	253.54	160.16	141.78	263.35	65.24	99.89	108.08	123.48	190.85	106.2	113.44	111.99	148.04	82.49	160.13	151.82	113.28	116.66	97.99	116.82
ENSG00000187266	217.44	81.65	53.44	53.86	52.12	94.2	42.38	85.1	128.71	52.58	57.82	64.91	83.58	79.12	62.87	30.59	91.32	49.5	135.48	29.3	48.61	89.65	45.76
ENSG00000179837	124.79	205.6	163.18	149.76	157.31	183.54	318.84	165.46	136.39	181.11	172.48	155.98	156.35	146.81	166.01	151.98	85.43	164.01	55.73	131.84	139.99	129.26	99.3
ENSG00000162434	546.44	616.8	808.29	1010.21	963.77	564.22	503.49	645.78	460.08	726.39	676.2	578.37	397.27	383.22	490.18	685.9	428.14	326.09	386.27	542.97	507.47	412.81	614.29
ENSG00000162341	145.59	61.97	69.66	59.11	64.44	111.68	37.33	60.51	73	88.61	58.8	67.82	120.95	117.26	96.27	56.25	143.37	112.58	164.31	134.77	90.41	175.13	63.28
ENSG00000182087	1071.14	744.68	837.87	487.37	525.95	1558.65	943.42	1145.95	1252.49	768.26	513.52	211.2	999.07	994.29	1123.78	492.47	962.33	1472.25	1526.81	1204.11	746.62	1025.78	651.28
ENSG00000112379	57.67	25.58	30.54	60.43	20.85	26.22	85.77	41.6	36.5	23.37	47.04	75.57	48.18	22.88	42.24	62.18	5.89	107.73	25.94	66.41	29.16	59.42	28.23
ENSG00000162344	1.89	0	0	0	0	1.94	2.02	7.56	0	0	2.94	0	0.98	3.81	1.96	0.99	0.98	1.94	0.96	1.95	2.92	6.25	1.95
ENSG00000162433	190.97	256.75	521.05	902.49	584.71	272.88	150.34	385.77	283.35	507.31	406.7	912.61	317.62	351.77	316.31	621.75	438.94	537.66	368.97	342.78	333.45	321.08	317.37
ENSG00000118922	98.32	127.88	191.81	294.26	215.12	109.74	53.48	97.39	142.15	154.82	154.84	147.26	178.97	146.81	134.58	287.19	165.95	182.45	151.82	188.48	164.3	141.77	117.8
ENSG00000108018	0	5.9	8.59	17.08	17.06	1.94	3.03	7.56	0	7.79	3.92	0	1.97	1.91	6.88	2.96	0	2.91	0.96	1.95	0.97	1.04	1.95
ENSG00000088038	213.66	144.61	123.1	102.47	99.5	133.04	183.64	109.68	167.13	146.06	113.68	113.35	178.97	159.2	184.68	116.46	165.95	189.25	217.15	163.09	116.66	157.41	134.34
ENSG00000212916	73.74	46.24	18.13	56.49	20.85	10.68	5.05	17.02	43.22	22.4	51.94	12.59	21.63	48.62	22.59	38.49	28.48	30.09	29.79	32.23	35	19.81	12.66
ENSG00000186792	0	1.97	6.68	5.25	9.48	8.74	3.03	2.84	16.33	9.74	7.84	0.97	4.92	1.91	11.79	4.93	5.89	4.85	0	7.81	11.67	12.51	4.87
ENSG00000126461	224.06	147.56	127.88	72.25	83.39	246.66	203.82	123.86	170.97	136.32	146.02	156.95	242.88	167.78	258.35	122.38	167.92	211.57	415.09	265.63	95.27	236.64	171.34
ENSG00000126460	1.89	0.98	1.91	0	1.9	4.86	0	2.84	1.92	8.76	2.94	1.94	2.95	0	1.96	1.97	2.95	0	0.96	4.88	3.89	4.17	0.97
ENSG00000126467	6.62	1.97	0.95	1.31	3.79	0	0	4.73	1.92	3.89	2.94	0	0.98	1.91	0	0.99	2.95	1.94	0.96	2.93	2.92	5.21	1.95
ENSG00000180098	135.19	100.34	79.21	80.13	57.81	76.72	126.13	106.84	94.13	74	109.76	65.88	91.45	89.61	89.39	70.07	134.53	189.25	171.99	92.77	135.13	97.99	82.75
ENSG00000088035	22.69	34.43	26.72	30.21	42.64	17.48	28.25	31.2	28.82	39.92	36.26	41.66	33.43	45.76	8.84	36.52	26.51	14.56	18.26	41.02	33.05	16.68	27.26
ENSG00000087077	139.92	87.55	86.84	64.37	45.49	115.56	92.83	126.7	118.14	83.74	86.24	264.48	126.85	165.87	150.3	81.91	124.71	85.4	61.5	140.63	141.94	137.6	94.43
ENSG00000197599	18.91	11.8	1.91	3.94	0.95	0	2.02	2.84	10.57	9.74	4.9	3.88	23.6	19.07	13.75	2.96	15.71	7.76	19.22	10.74	11.67	13.55	9.74
ENSG00000256045	176.79	43.28	15.27	197.05	20.85	78.66	79.71	191.94	99.89	51.61	83.3	49.41	98.33	248.81	130.65	28.62	101.14	162.07	179.68	105.47	198.32	121.97	124.61
ENSG00000080200	211.77	250.85	189.91	262.73	163	237.92	156.4	153.17	179.61	262.9	199.92	194.73	204.53	87.7	159.14	201.33	195.41	133.93	146.05	270.51	108.88	334.63	178.15
ENSG00000204619	593.71	380.7	314.92	346.81	354.43	461.28	316.83	478.43	417.82	314.51	239.12	516.37	404.15	423.26	417.49	257.58	452.69	542.51	449.68	417	579.41	376.33	266.74
ENSG00000198042	69.96	83.62	93.52	53.86	106.14	41.76	324.9	48.22	45.14	73.03	84.28	144.35	69.82	73.4	52.06	115.47	78.56	109.67	114.34	99.61	95.27	76.1	101.25
ENSG00000158055	6.62	4.92	1.91	0	1.9	10.68	2.02	2.84	10.57	1.95	2.94	1.94	8.85	19.07	10.81	0.99	5.89	20.38	11.53	6.84	23.33	10.42	12.66
ENSG00000129450	3.78	0	0.95	0	1.9	8.74	18.16	2.84	1.92	6.82	3.92	0	1.97	0	1.96	1.97	5.89	2.91	0	0.98	2.92	2.08	0.97
ENSG00000188000	1.89	0	1.91	0	0.95	0	2.02	0	0	0.97	2.94	0.97	13.77	6.67	13.75	0	0.98	1.94	3.84	0	0.97	1.04	0
ENSG00000119522	98.32	82.63	95.43	85.39	85.29	67.98	75.68	75.64	87.41	101.27	64.68	55.22	59.98	56.24	71.71	71.06	61.86	95.11	101.85	93.75	90.41	79.23	64.25
ENSG00000119523	86.03	131.82	177.5	78.82	64.44	137.9	201.8	136.15	130.63	82.77	130.34	98.82	85.55	77.22	89.39	122.38	133.55	82.49	103.77	82.03	98.19	103.2	148.95
ENSG00000138668	365.87	441.69	405.58	353.38	347.79	413.7	608.43	393.33	381.32	358.33	348.88	440.8	410.05	353.67	323.18	342.46	338.78	351.32	474.67	379.89	304.29	374.24	405.96
ENSG00000203930	16.07	2.95	4.77	3.94	6.63	8.74	0	2.84	7.68	1.95	0.98	0	3.93	8.58	3.93	0.99	5.89	17.47	18.26	3.91	2.92	1.04	2.92
ENSG00000133106	52.94	202.65	22.9	10.51	11.37	104.88	27.24	72.8	34.58	51.61	31.36	36.81	14.75	62.92	31.43	38.49	20.62	10.68	15.37	45.9	25.28	36.49	18.5
ENSG00000133107	0	4.92	1.91	10.51	1.9	8.74	8.07	7.56	1.92	10.71	8.82	0.97	1.97	12.39	0	9.87	9.82	0	0	0.98	3.89	5.21	4.87
ENSG00000133104	112.5	221.34	230.94	187.85	222.7	205.88	136.22	162.63	165.21	176.24	194.04	219.92	188.8	108.68	125.74	256.6	179.7	198.95	58.61	139.65	109.85	124.05	201.52
ENSG00000133103	100.21	128.87	122.15	182.6	191.43	48.56	52.47	86.99	83.56	104.19	166.6	97.85	97.35	68.64	67.78	161.85	51.06	34.94	64.38	124.02	44.72	97.99	76.91
ENSG00000137135	12.29	0.98	0.95	1.31	1.9	0	0	4.73	1.92	1.95	1.96	3.88	4.92	0	0	0.99	6.87	0	3.84	2.93	8.75	2.08	3.89
ENSG00000133101	1.89	1.97	0	0	0.95	1.94	12.11	0	0	0	0	0	6.88	0	15.72	1.97	2.95	0	0	0	0	5.21	0
ENSG00000112511	1056.96	662.05	436.11	246.97	224.6	1025.5	452.03	602.29	631.05	337.88	246.96	487.31	467.08	489.99	551.08	198.37	356.46	483.31	682.21	412.11	468.58	493.08	307.63
ENSG00000130489	131.41	143.62	63.94	57.8	74.87	179.66	102.92	119.13	125.83	93.48	99.96	169.54	105.22	140.13	190.57	90.8	138.46	134.9	181.6	134.77	126.38	129.26	125.58
ENSG00000112514	264.71	387.59	331.14	198.36	331.68	437	557.98	478.43	301.6	410.91	686.98	719.82	711.93	334.61	471.52	399.7	387.88	625.97	535.2	458.01	368.45	439.92	616.23
ENSG00000075275	80.36	108.21	65.85	91.96	67.28	54.38	17.15	48.22	71.08	95.42	56.84	26.16	67.85	41.94	69.75	79.94	73.65	37.85	69.18	54.69	45.69	68.8	44.78
ENSG00000004139	55.78	67.88	70.62	63.06	42.64	85.46	33.3	65.24	52.83	71.08	49.98	75.57	95.38	62.92	83.5	69.08	67.76	89.29	134.52	104.49	53.47	74.01	62.3
ENSG00000130487	0	1.97	0	0	0	0	3.03	0	0	0	2.94	0.97	0.98	1.91	1.96	0.99	0	0	3.84	4.88	6.81	0	1.95
ENSG00000054179	6.62	1.97	10.5	11.82	11.37	10.68	7.06	9.46	10.57	16.55	1.96	6.78	9.83	27.65	20.63	10.86	11.78	2.91	19.22	20.51	26.25	9.38	13.63
ENSG00000147854	92.65	94.44	53.44	107.72	92.87	69.92	123.1	58.62	79.72	71.08	74.48	83.32	56.05	66.73	89.39	74.02	89.36	67.94	164.31	88.87	77.77	76.1	72.04
ENSG00000173960	115.34	144.61	125.01	140.56	127.93	174.8	248.21	121.02	107.58	121.71	93.1	78.47	84.57	83.89	66.8	121.39	85.43	47.55	49.96	84.96	70.97	91.74	117.8
ENSG00000107821	1.89	11.8	39.13	18.39	40.75	15.54	3.03	14.18	10.57	10.71	31.36	9.69	19.67	41.94	20.63	24.67	18.66	47.55	25.94	24.41	23.33	50.04	21.42
ENSG00000137075	133.3	246.92	177.5	331.04	244.5	98.08	773.91	145.61	152.72	219.09	121.52	206.35	147.5	115.35	114.93	256.6	119.8	98.99	45.16	213.87	161.38	175.13	132.4
ENSG00000185684	36.87	20.66	31.49	18.39	22.74	28.16	17.15	29.31	34.58	32.13	19.6	50.38	44.25	29.55	43.22	19.74	46.15	52.41	35.55	49.81	29.16	22.93	37.97
ENSG00000185686	3.78	0.98	3.82	1.31	4.74	0	0	4.73	0	0.97	0	0	0	0	1.96	0.99	3.93	0	0.96	0	0.97	1.04	0
ENSG00000101473	143.7	123.95	146.01	103.78	144.04	179.66	107.96	213.68	146.96	120.74	221.48	255.76	178.97	127.74	244.6	150.01	191.48	311.53	328.61	215.82	112.77	169.92	183.99
ENSG00000101470	1.89	0.98	0.95	0	0.95	4.86	2.02	2.84	3.84	1.95	6.86	4.84	2.95	6.67	1.96	2.96	8.84	2.91	3.84	4.88	0.97	9.38	1.95
ENSG00000154277	98.32	25.58	7.63	6.57	28.43	34.96	27.24	63.35	20.17	20.45	94.08	245.11	46.22	31.46	90.37	45.4	31.42	60.17	9.61	40.04	52.5	123.01	70.09
ENSG00000153956	287.4	339.39	343.55	579.33	665.26	354.46	576.14	531.37	505.22	457.65	450.8	555.12	431.68	364.16	352.65	584.25	370.2	488.16	256.55	473.64	482.19	465.98	468.26
ENSG00000101474	211.77	156.41	236.67	137.93	187.64	218.5	308.75	546.5	187.3	163.58	265.58	320.67	279.27	332.7	199.41	167.77	306.38	269.8	261.35	212.89	345.12	209.53	227.8
ENSG00000137869	8.51	3.93	4.77	2.63	9.48	0	30.27	2.84	1.92	2.92	2.94	0	7.87	3.81	1.96	3.95	2.95	2.91	6.73	2.93	2.92	2.08	5.84
ENSG00000137868	6.62	0.98	0	0	1.9	1.94	0	4.73	1.92	0.97	2.94	0.97	5.9	1.91	0	1.97	0	1.94	1.92	3.91	2.92	5.21	1.95
ENSG00000164978	96.43	60.01	61.08	93.27	54.96	66.04	30.27	36.87	52.83	63.29	125.44	72.66	75.72	59.1	111.99	74.02	54.01	131.99	120.11	69.34	81.66	68.8	71.07
ENSG00000000971	86.03	220.35	134.56	151.07	307.99	69.92	18.16	80.37	69.16	159.69	73.5	139.51	62.93	83.89	92.34	129.28	76.59	20.38	22.1	54.69	67.08	56.29	124.61
ENSG00000137860	1.89	0.98	1.91	0	6.63	1.94	0	0	0	0	0	0	1.97	0	0	0.99	0	0	0.96	0	0.97	0	0.97
ENSG00000138592	159.77	208.55	142.19	223.32	183.85	242.78	141.26	170.19	163.29	166.51	151.9	90.1	153.4	203.05	137.53	170.74	150.24	154.31	123.95	141.6	174.02	126.14	170.36
ENSG00000138593	373.43	353.16	284.38	436.14	355.37	312.7	311.78	354.56	415.9	257.06	330.26	295.48	278.28	389.9	270.14	328.64	332.89	365.88	347.83	355.47	343.17	334.63	349.49
ENSG00000138594	90.76	112.14	142.19	118.23	150.68	102.94	131.17	80.37	50.91	123.66	122.5	71.69	89.48	119.16	60.9	105.6	110.96	117.43	33.63	71.29	135.13	119.88	109.03
ENSG00000164976	3.78	22.63	29.58	48.61	39.8	15.54	27.24	24.58	18.25	21.42	34.3	46.5	23.6	48.62	40.28	47.37	31.42	19.41	19.22	37.11	36.94	12.51	42.83
ENSG00000164975	224.06	250.85	216.63	407.24	388.54	181.6	136.22	153.17	201.71	239.53	244.02	242.2	222.23	188.75	291.75	348.38	229.78	219.33	168.15	258.79	174.02	232.47	257.98
ENSG00000050327	14.18	9.84	3.82	2.63	0.95	8.74	2.02	7.56	3.84	2.92	4.9	0	7.87	0	3.93	4.93	5.89	4.85	1.92	2.93	4.86	8.34	8.76
ENSG00000140403	373.43	627.62	770.12	882.78	566.7	494.3	7908.56	850.01	521.55	1252.2	1114.25	726.6	988.25	462.35	867.39	687.87	1272.64	704.58	619.76	717.78	706.76	921.53	1182.82
ENSG00000180834	47.27	22.63	10.5	27.59	24.64	54.38	15.14	17.02	22.09	18.5	11.76	14.53	21.63	33.37	29.47	18.75	30.44	14.56	15.37	14.65	33.05	19.81	31.15
ENSG00000186132	1.89	18.69	10.5	5.25	30.33	10.68	13.12	26.47	12.49	21.42	29.4	66.85	15.73	24.79	11.79	23.69	12.77	4.85	9.61	19.53	18.47	8.34	19.47
ENSG00000130669	86.03	77.71	57.26	47.29	49.28	71.86	27.24	51.06	69.16	59.4	72.52	52.32	71.78	75.31	125.74	41.45	54.99	130.05	141.25	72.27	45.69	87.57	41.86
ENSG00000169105	73.74	67.88	51.53	65.68	70.13	41.76	32.29	86.99	73	59.4	57.82	93.97	69.82	98.19	85.46	69.08	49.1	54.35	97.05	79.1	87.49	76.1	62.3
ENSG00000165379	24.58	6.89	7.63	3.94	7.58	10.68	5.05	0	1.92	2.92	6.86	4.84	3.93	10.49	0	3.95	8.84	6.79	1.92	6.84	12.64	3.13	8.76
ENSG00000236624	0	1.97	3.82	2.63	2.84	1.94	2.02	2.84	1.92	29.21	0	6.78	2.95	0	8.84	2.96	6.87	12.62	28.83	6.84	8.75	4.17	0.97
ENSG00000129028	14.18	33.45	30.54	63.06	45.49	4.86	12.11	26.47	28.82	18.5	37.24	75.57	28.52	22.88	17.68	45.4	17.68	49.5	6.73	23.44	10.69	32.32	28.23
ENSG00000113356	3.78	5.9	3.82	5.25	7.58	0	2.02	0	3.84	6.82	4.9	7.75	0.98	0	10.81	8.88	0.98	0	1.92	4.88	0.97	1.04	7.79
ENSG00000185532	182.46	237.08	215.67	173.4	239.76	249.58	102.92	199.5	216.11	180.14	204.82	271.26	146.52	148.71	179.77	164.81	186.57	174.69	65.34	187.5	147.77	180.34	212.23
ENSG00000145757	0	0	1.91	0	0	6.8	2.02	4.73	5.76	0.97	0.98	0	0	6.67	1.96	0.99	0.98	0	9.61	3.91	2.92	1.04	0.97
ENSG00000165376	0	1.97	0	0	1.9	0	0	7.56	3.84	0.97	0.98	0	1.97	3.81	1.96	0.99	0	0	4.8	0.98	2.92	2.08	0
ENSG00000006607	63.34	44.27	39.13	23.65	46.44	57.3	73.66	63.35	58.59	45.76	38.22	28.1	45.23	38.13	49.12	41.45	48.12	52.41	30.75	48.83	44.72	43.78	52.57
